name,description,stars,forks,language,url,readme_snippet,account
centro-de-apertura-de-datos,Crowdsourcing the opening of public data,2,0,JavaScript,https://github.com/mxabierto/centro-de-apertura-de-datos,"# cad

a [Sails](http://sailsjs.org) application
",mxabierto
ceph-ansible,"Ansible playbooks to deploy Ceph, the distributed filesystem.",0,0,Python,https://github.com/mxabierto/ceph-ansible,"ceph-ansible
============
Ansible playbooks for Ceph, the distributed filesystem.

Please refer to our hosted documentation here: http://docs.ceph.com",mxabierto
ckan,"(sin mantenimiento) CKAN is an open-source DMS (data management system) for powering data hubs and data portals. CKAN makes it easy to publish, share and use data. It powers datahub.io, catalog.data.gov and data.gov.uk among many other sites.",0,1,Python,https://github.com/mxabierto/ckan,"CKAN: The Open Source Data Portal Software
==========================================

.. image:: https://img.shields.io/badge/license-AGPL-blue.svg?s",mxabierto
ckanext-dcat,Work in progress: CKAN + DCAT,0,0,Python,https://github.com/mxabierto/ckanext-dcat,"# ckanext-dcat

[![Build Status](https://travis-ci.org/ckan/ckanext-dcat.svg?branch=master)](https://travis-ci.org/ckan/ckanext-dcat)
[![Code Coverage",mxabierto
ckanext-dgm,CKAN custom theme for datos.gob.mx,1,5,CSS,https://github.com/mxabierto/ckanext-dgm,"ckanext-mx
==========

CKAN custom theme for datos.gob.mx

![screenshot](https://raw.githubusercontent.com/mxabierto/ckanext-dgm/master/screenshot.png",mxabierto
ckanext-dkan,Plugin Ckan para habilitar el harvester de instancias dkan hacia ckan.,0,1,Python,https://github.com/mxabierto/ckanext-dkan,"# ckanext-dkan
Plugin Ckan para habilitar el harvester de instancias dkan hacia ckan.
",mxabierto
ckanext-googleanalytics,"CKAN extension to integrate Google Analytics data into CKAN. Gives download stats on package pages, list of most popular packages, etc.",0,0,Python,https://github.com/mxabierto/ckanext-googleanalytics,"CKAN Google Analytics Extension
===============================

**Status:** Production

**CKAN Version:** >= 1.5.*

A CKAN extension that both sends ",mxabierto
ckanext-harvest,Remote harvesting extension for CKAN,1,0,Python,https://github.com/mxabierto/ckanext-harvest,"=============================================
ckanext-harvest - Remote harvesting extension
=============================================

.. image:: ",mxabierto
ckanext-mxopeness,Plugin CKAN que muestra el nivel de apertura de un dataset,0,0,Python,https://github.com/mxabierto/ckanext-mxopeness,"# Herramientas de calificación de Calidad de Conjuntos

Esta herramienta se implementa en dos faces:
 1. Implementacion de script de calificacion en v",mxabierto
ckanext-mxtheme,Template CKAN para datos.gob.mx,2,7,CSS,https://github.com/mxabierto/ckanext-mxtheme,"# ckanext-mxtheme
Template para el sitio datos.gob.mx

Se agrego integración continua en jenkins.
",mxabierto
ckanext-mxtheme-legacy,el template correcto es el fork de opintel/ckanext-mxtheme ,0,0,CSS,https://github.com/mxabierto/ckanext-mxtheme-legacy,"# ckanext-mxtheme2
Template para el sitio datos.gob.mx
",mxabierto
ckanops-1,ALL YOUR DATASETS ARE BELONG TO US,0,0,None specified,https://github.com/mxabierto/ckanops-1,"# ckanops.py

ALL YOUR DATASETS ARE BELONG TO US

## Overview

A collection of everyday tasks on [CKAN](http://ckan.org).

### In the box

1. Update d",mxabierto
clima,Herramienta que muestra y explica el fenómeno del cambio climático en México,2,2,JavaScript,https://github.com/mxabierto/clima,"# clima
Herramienta que muestra y explica el fenómeno del cambio climático en México

",mxabierto
consulta,Fork :fork_and_knife: mexicano de Cónsul,0,0,Ruby,https://github.com/mxabierto/consulta,"# Consul

Gobierno abierto del Ayuntamiento de Madrid

[![Build Status](https://travis-ci.org/AyuntamientoMadrid/participacion.svg?branch=master)](htt",mxabierto
contrib,This is a place for various components in the Kubernetes ecosystem that aren't part of the Kubernetes core. Consider creating a new repo instead.,0,0,Go,https://github.com/mxabierto/contrib,"# Kubernetes Contrib

[![Build Status](https://travis-ci.org/kubernetes/contrib.svg)](https://travis-ci.org/kubernetes/contrib)
[![Go Report Card](htt",mxabierto
dataviva,Rapid data visualization engine,1,0,JavaScript,https://github.com/mxabierto/dataviva,"#DataViva
A Collaborative Planning Tool.
[dataviva.info](http://www.dataviva.info)

#Support

**DataViva** will run on all modern browsers so long as ",mxabierto
debate,(sin mantenimiento) Debate público sobre la Política Nacional de Datos Abiertos en México. Powered by DemocracyOS.,1,0,JavaScript,https://github.com/mxabierto/debate,"## DATOS.GOB.MX
Debate público sobre la Política Nacional de Datos Abiertos en México. Powered by [DemocracyOS](http://democracyos.org/).


![][1]
[1]",mxabierto
docker-cartodb,Dockerization for CartoDB,1,0,JavaScript,https://github.com/mxabierto/docker-cartodb,"# docker-cartodb
This is a dockerized production Carto(DB) installation, based on the official [Carto Installation Documentation](http://cartodb.readt",mxabierto
docker-hubot,Docker image for Hubot using Redis as brain and Slack for adapter,0,0,CoffeeScript,https://github.com/mxabierto/docker-hubot,"docker-hubot
============

[![Docker Hub](https://img.shields.io/badge/docker-mkaag%2Fhubot-008bb8.svg)](https://registry.hub.docker.com/u/mkaag/hubot",mxabierto
facts,No description,0,0,R,https://github.com/mxabierto/facts,README not available,mxabierto
foro,"A platform for community discussion. Free, open, simple.",0,0,Ruby,https://github.com/mxabierto/foro,"<a href=""http://www.discourse.org/"">![Logo](images/discourse.png)</a>

Discourse is the 100% open source discussion platform built for the next decade",mxabierto
government.github.com,"Gather, curate, and feature stories of public servants and civic hackers using GitHub as part of their open government innovations",1,0,HTML,https://github.com/mxabierto/government.github.com,# GitHub and Government [![Build Status](https://travis-ci.org/github/government.github.com.svg?branch=gh-pages)](https://travis-ci.org/github/governm,mxabierto
guides,A guide for programming in style.,2,0,Ruby,https://github.com/mxabierto/guides,"Guides
======

Guides for getting things done, programming well, and programming in style.

* [Protocol](/protocol)
  * [Git](/protocol/git)
  * [Rail",mxabierto
HWI_dgm,No description,0,0,JavaScript,https://github.com/mxabierto/HWI_dgm,"# Herramienta Tabla Comparativa de Dependencias
Esta herramienta permite a los usuarios tener una vista comparativa de los datos resumidos de las depe",mxabierto
informa,Formularios para funcion de request y report datos.gob.mx,1,2,HTML,https://github.com/mxabierto/informa,"# FormulariosGOB
Formularios para funcion de request y report datos.gob

### Integración continua con Jenkins
",mxabierto
iniciativa-datos-abiertos,La iniciativa de datos abiertos [DEPRECATED],8,4,HTML,https://github.com/mxabierto/iniciativa-datos-abiertos,"# Iniciativa de Datos Abiertos

## ¿Qué es esto?

Un borrador público de la ""Iniciativa de Datos Abiertos"" de México.

## ¿Por qué publican un borrado",mxabierto
madison,(sin mantenimiento) Madison 2.0 - nos fuimos a mxabierto/participa,2,1,PHP,https://github.com/mxabierto/madison,"[![Stories in Ready](https://badge.waffle.io/mxabierto/madison.png?label=ready&title=Ready)](https://waffle.io/mxabierto/madison)
[![Build Status](htt",mxabierto
Mapgive,MapGive en Español,1,0,HTML,https://github.com/mxabierto/Mapgive,"MapGive
================

## Description

This repository contains the contents of the MapGive website accessible at [http://mapgive.state.gov](http:/",mxabierto
mexican-budget-data-package,Generate a budget data package from a Mexican budget document,1,0,None specified,https://github.com/mxabierto/mexican-budget-data-package,"# Mexican Budget Data Package

Create a Mexican Budget Data Package from a Mexican budget resource file.

## Installing

This is basically just a scri",mxabierto
mexicoendigital,"Un mapa en realidad virtual con visualización de datos, como sim city",2,2,JavaScript,https://github.com/mxabierto/mexicoendigital,"# WebVR City Data Visualization

[View Demo](http://povdocs.github.io/webvr-cities/)

This demonstrates an experimental virtual reality interaction us",mxabierto
MineGob,No description,0,0,R,https://github.com/mxabierto/MineGob,README not available,mxabierto
nextcloud-presidencia,No description,0,0,CSS,https://github.com/mxabierto/nextcloud-presidencia,"# nextcloud-presidencia
Tema para Nextcloud 11 basado en el branding de datos.gob.mx.

### Instalación
Dentro de la carpeta *themes* del sitio Nextclo",mxabierto
ods,No description,0,0,PHP,https://github.com/mxabierto/ods,"# ods
",mxabierto
open-data-certificate,The ODI's Open Data Certificate,1,0,Ruby,https://github.com/mxabierto/open-data-certificate,"## ODI Open Data Certificate

[![Build Status](http://jenkins.theodi.org/job/open-data-certificate-master/badge/icon)](http://jenkins.theodi.org/job/o",mxabierto
openspending,(sin mantenimiento) The core OpenSpending application,1,0,Python,https://github.com/mxabierto/openspending,"# OpenSpending

[![Build
Status](https://travis-ci.org/openspending/openspending.png?branch=master)](https://travis-ci.org/openspending/openspending)
",mxabierto
patterns,The PHP version of Pattern Lab,1,0,PHP,https://github.com/mxabierto/patterns,"## About the PHP Version of Pattern Lab

The PHP version of Pattern Lab is, at its core, a static site generator. It combines platform-agnostic assets",mxabierto
playbook,(sin mantenimiento) La Guía de Datos Abiertos de México - nos fuimos a mxabierto/guia,0,3,CSS,https://github.com/mxabierto/playbook,"## La guía de datos abiertos
Los datos abiertos del gobierno son un activo público usable y reutilizable por cualquier sector, que contribuyen a impul",mxabierto
precios-central,Scrapper de precios de central de abastos,8,4,Python,https://github.com/mxabierto/precios-central,"# Scraper Sistema Nacional de Informacion e Integracion de Mercados

Scrapper de precios de central de abastos

## Datos
Fuente: [Sistema Nacional de ",mxabierto
procurement-analytics,A fork with custom stylesheets and spanish translations,1,0,CSS,https://github.com/mxabierto/procurement-analytics,# Procurement Dashboards [![Build Status](https://magnum.travis-ci.com/developmentseed/procurement-dashboards.svg?token=Ns1LRJH6eWb8X2DgdBto&branch=ma,mxabierto
prosa,A Content Editor for GitHub.,2,0,JavaScript,https://github.com/mxabierto/prosa,"## Prose

Prose provides a beatifully simple content authoring environment for [CMS-free websites](http://developmentseed.org/blog/2012/07/27/build-cm",mxabierto
puppet-webhooks,Sinatra service for GitHub WebHooks,0,0,Ruby,https://github.com/mxabierto/puppet-webhooks,"Puppet WebHooks
====

[![Build Status](https://travis-ci.org/puppetlabs/puppet-webhooks.png?branch=master)](https://travis-ci.org/puppetlabs/puppet-we",mxabierto
rapidpro,RapidPro allows organizations to visually build scalable interactive messaging applications.,2,3,JavaScript,https://github.com/mxabierto/rapidpro,[![Coverage Status](https://coveralls.io/repos/github/rapidpro/rapidpro/badge.svg?branch=master)](https://coveralls.io/github/rapidpro/rapidpro?branch,mxabierto
rapidpro_courier,"A fast, GoLang message receiver and sender for SMS and IP channels",0,0,Go,https://github.com/mxabierto/rapidpro_courier,# Courier [![Build Status](https://travis-ci.org/nyaruka/courier.svg?branch=master)](https://travis-ci.org/nyaruka/courier) [![codecov](https://codeco,mxabierto
retos-publicos,No description,1,0,Ruby,https://github.com/mxabierto/retos-publicos,"Retos Públicos
============

##Dependencias
- Ruby 2.1.3
- Rails 3.2.19
- PostgreSQL 9.3+


##Instalación / Configuración
1. bundle install
2. rake db",mxabierto
rp-pd,Toolbox for bulk operation around the RapidPro API ,0,1,Python,https://github.com/mxabierto/rp-pd,"# rp-pd
Toolbox for bulk operation around the RapidPro API (see https://rapidpro.io/api/v1/explorer/)

You should have a similar directory structure:
",mxabierto
scraper-sniim,Scraper de precios de productos básicos basado en la pagina del SNIIM.,17,12,Python,https://github.com/mxabierto/scraper-sniim,"# Scraper Sistema Nacional de Información e Integración de Mercados

Scraper de precios de productos básicos basado en la pagina del SNIIM.

## Requer",mxabierto
smartmin,Django Smartmin - An admin-like utility for users,0,0,Python,https://github.com/mxabierto/smartmin,"Django-Smartmin
===========================================

.. image:: https://travis-ci.org/nyaruka/smartmin.svg?branch=master
    :target: https://",mxabierto
spps,Dashboard SPPS DataLab,0,0,HTML,https://github.com/mxabierto/spps,"# MIIPPS
Dashboard SPPS-DataLab

# Setup instructions
## Dependencies 
1. Postgre SQL database >= 9.4 
2. NodeJS v6 or later 

## Web app
1. `cd spps/",mxabierto
subnational-playbooks,Playbooks for the colombia atlas,0,0,Shell,https://github.com/mxabierto/subnational-playbooks,"atlas-playbooks
===============

Ansible playbooks and Vagrantfile for the subnational atlases.

Setting Up a Development Environment
----------------",mxabierto
unicef_backend,No description,0,0,Python,https://github.com/mxabierto/unicef_backend,"# unicef_backend
",mxabierto
URLs,No description,0,0,R,https://github.com/mxabierto/URLs,"# URLs

This repo contains several scripts that programmatically verify the state of all the URLs available at [datos gob](datos.gob.mx).

## Executio",mxabierto
visualizadorObjetivosV2,Agenda2030.mx,1,0,PHP,https://github.com/mxabierto/visualizadorObjetivosV2,"visualizadorObjetivosV2
",mxabierto
a11y,No description,1,0,None specified,https://github.com/amagovpt/a11y,"# Comunidade de Prática em Acessibilidade Digital

A Comunidade de Prática em Acessibilidade Digital pretende reunir profissionais ... mas também util",amagovpt
a11yfm,Práticas de Acessibilidade Web Fora de Mão,0,1,HTML,https://github.com/amagovpt/a11yfm,"# a11yfm - Práticas de Acessibilidade Web Fora de Mão

O presente sítio Web é utilizado pela AMA nas suas ações de formação em acessibilidade e usabil",amagovpt
a11yManuals,"User, installation and translation manuals of the Ecosystem apps of the PT Observatory of Web Accessibility",0,1,TeX,https://github.com/amagovpt/a11yManuals,"# Mnauais das Aplicações do ecossistema do Observatório Português da Acessibilidade Web.

A seguir encontra os manuais das diversas aplicações que com",amagovpt
a11yMonitor,No description,0,0,None specified,https://github.com/amagovpt/a11yMonitor,"# a11yMonitor

Biblioteca de componentes para servir as seguintes aplicações:

- AccessMonitor;
- MyMonitor;
- Observatório;
- AdminMonitorSuite - Bac",amagovpt
AccessMonitor,AccessMonitor is the a11y validator of the PT Observatory of the Web Accessibility,20,8,JavaScript,https://github.com/amagovpt/AccessMonitor,"# Getting Started with Create React App

This project was bootstrapped with [Create React App](https://github.com/facebook/create-react-app).

## Avai",amagovpt
accessmonitor-ce,AccessMonitor Chrome Extension,1,1,HTML,https://github.com/amagovpt/accessmonitor-ce,"# accessmonitor-ce

AccessMonitor Chrome Extension<br>
(versão 1.0)

A presente extensão está em vias de ser publicada na _Chrome Web Store da Google_",amagovpt
accessmonitor-rulesets,RuleSets of AccessMonitor - the validator of web accessibility practices,0,1,None specified,https://github.com/amagovpt/accessmonitor-rulesets,"# accessmonitor-rulesets
RuleSets of AccessMonitor - the validator of web accessibility practices

Tests

- [Alternative Text Check](en/img_01a).
- [M",amagovpt
admin-monitor-suite,Admin Monitor Suite is the back office of the Portuguese Observatory of Web Accessibility,0,3,TypeScript,https://github.com/amagovpt/admin-monitor-suite,"# AmAdmin

This project was generated with [Angular CLI](https://github.com/angular/angular-cli) version 1.7.3.

## Development server

Run `ng ",amagovpt
amr,"Repositório da API dos serviços de ""A Minha Rua""",0,1,None specified,https://github.com/amagovpt/amr,README not available,amagovpt
ams-apps,Admin Monitor Suite for Apps,1,0,None specified,https://github.com/amagovpt/ams-apps,# ams-apps,amagovpt
autenticacao.gov,"Middleware Oficial de Identificação Eletrónica em Portugal - Cartão de Cidadão, da Chave Móvel Digital e Sistema de Certificação de atributos profissionais",190,34,C++,https://github.com/amagovpt/autenticacao.gov,"# Middleware Oficial de Identificação Eletrónica em Portugal - Cartão de Cidadão, da Chave Móvel Digital e Sistema de Certificação de atributos profis",amagovpt
bolsadocumentos,Repositório da API dos serviços da Bolsa de Documentos,0,0,None specified,https://github.com/amagovpt/bolsadocumentos,README not available,amagovpt
booka11y,No description,0,0,HTML,https://github.com/amagovpt/booka11y,"# booka11y

O presente repositório pertence à Equipa de Usabilidade e Conteúdos. No BookA11Y encontra informação de apoio à Equipa de Acessibilidade D",amagovpt
CES,No description,0,1,None specified,https://github.com/amagovpt/CES,"## Welcome to GitHub Pages

You can use the [editor on GitHub](https://github.com/amagovpt/CES/edit/master/README.md) to maintain and preview the cont",amagovpt
comunidades,No description,0,1,None specified,https://github.com/amagovpt/comunidades,"# Comunidades AP

Comunidades de prática em:

- [Acessibilidade Digital](https://amagovpt.github.io/a11y/)
- [Interoperabilidade](https://amagovpt.git",amagovpt
data,No description,0,0,None specified,https://github.com/amagovpt/data,"# Comunidadoes AP - Dados Abertos
",amagovpt
doc-AUTENTICACAO,Documentação técnica relativa ao serviço de autenticação do Autenticação.Gov e Chave Móvel Digital,33,7,None specified,https://github.com/amagovpt/doc-AUTENTICACAO,"# Documentação técnica relativa ao serviço de autenticação do Autenticação.Gov<span> e Chave Móvel Digital



## Introdução

O Autenticação.Gov<span> ",amagovpt
doc-AUTORIZACOES,Documentação técnica relativa ao serviço de autorizações do Autenticação.Gov,2,0,None specified,https://github.com/amagovpt/doc-AUTORIZACOES,"# Documentação técnica relativa ao serviço de autorizações do Autenticação.Gov<span>



## Introdução

No contexto da modernização administrativa e da",amagovpt
doc-CMD-assinatura,Documentação técnica relativa ao serviço de assinatura da Chave Móvel Digital,10,1,None specified,https://github.com/amagovpt/doc-CMD-assinatura,"
# Documentação técnica relativa ao Serviço de Assinatura da Chave Móvel Digital


## Introdução
O Serviço de Assinatura da Chave Móvel Digital permit",amagovpt
doc-FSP,No description,1,0,None specified,https://github.com/amagovpt/doc-FSP,"# Documentação técnica relativa ao Serviço de Fatura Sem Papel (FSP)


## Introdução

O Serviço Fatura Sem Papel (FSP) permite a todos os comerciantes",amagovpt
doc-GOV.PT,No description,1,0,None specified,https://github.com/amagovpt/doc-GOV.PT,"# Documentação técnica relativa à importação de cartões sectoriais na aplicação ID.GOV.PT


## Introdução
A ID.GOV.PT é a aplicação oficial de acesso ",amagovpt
doc-SAFE,Documentação técnica relativa ao serviço de assinatura de faturas eletrónicas (SAFE),8,2,None specified,https://github.com/amagovpt/doc-SAFE,"# Documentação técnica relativa ao Serviço de Assinatura de Faturas Eletrónicas (SAFE)


## Introdução

O Serviço de Assinatura de Faturas Eletrónicas",amagovpt
doc-SAM,Documentação técnica relativa ao serviço de alteração de morada,1,0,None specified,https://github.com/amagovpt/doc-SAM,"# Documentação técnica relativa ao Serviço de Alteração de Morada (SAM)


## Introdução
O Serviço de Alteração de Morada (SAM), enquadrado no ePortuga",amagovpt
doc-SCAP-Consumidores,Documentação técnica relativa ao Sistema de Certificação de Atributos Profissionais - vertente Consumidor de Atributos ,0,1,Java,https://github.com/amagovpt/doc-SCAP-Consumidores,"
# Documentação técnica relativa ao Sistema de Certificação de Atributos Profissionais - vertente Consumidor de Atributos


## Introdução
O Sistema de",amagovpt
doc-SCAP-Fornecedores,Documentação técnica relativa ao Sistema de Certificação de Atributos Profissionais - vertente Fornecedor de Atributos,0,0,Java,https://github.com/amagovpt/doc-SCAP-Fornecedores,"
# Documentação técnica relativa ao Sistema de Certificação de Atributos Profissionais - vertente Fornecedor de Atributos


## Introdução
O Sistema de",amagovpt
docs.autenticacao.gov,No description,17,8,HTML,https://github.com/amagovpt/docs.autenticacao.gov,"# Documentação do Middleware Oficial de Identificação Eletrónica em Portugal - Cartão de Cidadão, da Chave Móvel Digital e Sistema de Certificação de ",amagovpt
docs.dados.gov.pt,Documentation of dados.gov.pt http://www.dados.gov.pt/,10,11,HTML,https://github.com/amagovpt/docs.dados.gov.pt,"# Documentation of dados.gov.pt

Conteúdos da área de Documentação do portal nacional de dados abertos. Aberto a sugestões e correções.
",amagovpt
ead,No description,1,0,HTML,https://github.com/amagovpt/ead,"# Repositório de Recursos / <em lang=""en"">Resource Repository</em>

<em lang=""en"">Languages</em>: [português](#pt-PT) / <em lang=""en"">[english](#en)</",amagovpt
eforms2,No description,0,0,None specified,https://github.com/amagovpt/eforms2,README not available,amagovpt
ePortugal,Repositório do ePortugal,0,0,None specified,https://github.com/amagovpt/ePortugal,README not available,amagovpt
gerador-2020,Gerador da Declaração de Acessibilidade v1.5 PT. Foi substituida pelo gerador-2021.,0,0,HTML,https://github.com/amagovpt/gerador-2020,"# gerador 20 / <em lang=""en"">Generator 20</em>

versão 2020 contém:
- (2019). versão FCUL baseada no estilo, estrutura e componente dinâmica da versão",amagovpt
gerador-2021,Gerador Declaração de Acessibilidade versão 2021 - inclui PT e EN (atualmente online),0,1,JavaScript,https://github.com/amagovpt/gerador-2021,"# gerador 21 / <em lang=""en"">Generator 21</em>

versão 2021 contém:
- (2019). versão FCUL baseada no estilo, estrutura e componente dinâmica da versão",amagovpt
gerador-wt,"Gerador da Declaração de Acessibilidade e Usabilidade, versão baseada no desenvolvimento do projeto WAI-Tools.",0,0,None specified,https://github.com/amagovpt/gerador-wt,"# gerador wt / <em lang=""en"">Generator wt</em>

versão wt contém:
- (2019). versão FCUL baseada no estilo, estrutura e componente dinâmica da versão o",amagovpt
gouvpt,[ DADOS.GOV.PT ] - Skin and customizations for the Portuguese opendata portal based on uData.,5,1,HTML,https://github.com/amagovpt/gouvpt,"# gouvpt

Official uData 2.7.1 (Python 3) theme for the Open Data Portal of Portugal

## Usage

Clone and install the theme package in your udata envi",amagovpt
i14y,No description,0,0,None specified,https://github.com/amagovpt/i14y,"# Comunidades AP - Interoperabilidade
",amagovpt
iap,No description,1,0,SCSS,https://github.com/amagovpt/iap,"# Interoperabilidade na Administração Pública

O que é a iAP, Interoperabilidade na Administração Pública?
É uma plataforma central, orientada a servi",amagovpt
ISCAPI,Repositório da API de  Integração de Serviços Comuns ,0,3,C#,https://github.com/amagovpt/ISCAPI,"# API de Integração de Serviços Comuns
Repositório da Integração de Serviços Comuns 
",amagovpt
kit-selo,Kit Selo de Usabilidade e Acessibilidade,4,3,HTML,https://github.com/amagovpt/kit-selo,"# Selo de Usabilidade e Acessibilidade

**Nota prévia: caso encontre algum problema com o presente documento que nos queira reportar, use, por favor, ",amagovpt
Mapa-de-Cidadao-BE,No description,0,0,None specified,https://github.com/amagovpt/Mapa-de-Cidadao-BE,# Mapa-de-Cidadao-BE,amagovpt
Mapa-de-Cidadao-BO,No description,0,0,None specified,https://github.com/amagovpt/Mapa-de-Cidadao-BO,# Mapa-de-Cidadao-BO,amagovpt
Mapa-de-Cidadao-Sincronismo,No description,0,0,None specified,https://github.com/amagovpt/Mapa-de-Cidadao-Sincronismo,# Mapa-de-Cidadao-Sincronismo,amagovpt
Mapa-de-Cidadao-web,No description,0,0,None specified,https://github.com/amagovpt/Mapa-de-Cidadao-web,README not available,amagovpt
Mapa-do-Cidadao-app,No description,0,0,None specified,https://github.com/amagovpt/Mapa-do-Cidadao-app,# Mapa-de-Cidad-o-app,amagovpt
monitor-server,monitor-server is part of the Portuguese Observatory of Web Accessibility,2,6,TypeScript,https://github.com/amagovpt/monitor-server,"<p align=""center"">
  <a href=""http://nestjs.com/"" target=""blank""><img src=""https://nestjs.com/img/logo_text.svg"" width=""320"" alt=""Nest Logo"" /></a>
",amagovpt
MyMonitor,MyMonitor app of the Ecosystem of the PT Observatory of Web Accessibility. MyMonitor allows to monitor an entire website. ,2,5,TypeScript,https://github.com/amagovpt/MyMonitor,"# MyMonitor

This project was generated with [Angular CLI](https://github.com/angular/angular-cli) version 6.0.1.

## Development server

Run `n",amagovpt
observatory,PT Observatory of Web Accessibility - the main app,3,4,TypeScript,https://github.com/amagovpt/observatory,"# Observatory

This project was generated with [Angular CLI](https://github.com/angular/angular-cli) version 9.0.2.

## Development server

Run `ng se",amagovpt
observatory-apps,PT Observatory for Mobile Apps Accessibility,1,1,None specified,https://github.com/amagovpt/observatory-apps,# observatory-apps,amagovpt
ogp,Open Government Partnership - Portugal,1,0,Java,https://github.com/amagovpt/ogp,README not available,amagovpt
plugin-autenticacao.gov,O plugin Autenticação.Gov permite realizar o procedimento de autenticação com o Cartão de Cidadão sem necessidade de efetuar a instalação de qualquer componente no navegador. Neste repositório é disponibilizado o código fonte do plugin Autenticação.Gov.,2,1,Java,https://github.com/amagovpt/plugin-autenticacao.gov,"# plugin-autenticacao.gov
O plugin Autenticação.Gov permite realizar o procedimento de autenticação com o Cartão de Cidadão sem necessidade de efetuar",amagovpt
servicos-digitais,The single digital gateway,0,0,HTML,https://github.com/amagovpt/servicos-digitais,"# servicos-digitais
The single digital gateway
",amagovpt
study-monitor,StudyMonitor is an app of the Ecosystem of the PT Observatory of Web Accessibility. With this app is possible to use AccessMonitor algorithm to made sectorial studies of Web accessibility. ,0,0,TypeScript,https://github.com/amagovpt/study-monitor,"# AccessStudies

This project was generated with [Angular CLI](https://github.com/angular/angular-cli) version 6.0.1.

## Development server

Run `ng ",amagovpt
territorios-inteligentes,Territórios Inteligentes,0,0,None specified,https://github.com/amagovpt/territorios-inteligentes,README not available,amagovpt
Tuleap,No description,0,0,None specified,https://github.com/amagovpt/Tuleap,README not available,amagovpt
udata,Customizable and skinnable social platform dedicated to (open)data.,1,0,Python,https://github.com/amagovpt/udata,"<p align=""center""><img src=""https://i.imgur.com/rlRox1c.png""></p>

udata
=====

Customizable and skinnable social platform dedicated to (open)data.

T",amagovpt
udata-front-pt,No description,0,0,TypeScript,https://github.com/amagovpt/udata-front-pt,"<p align=""center"">
    <br>
    <h1 align=""center"">DADOS.GOV.PT</h1>
    <h3 align=""center"">Made with uData</h3>
</p>
<p align=""center"">
    <i>Add a ",amagovpt
udata-front-pt_OLD,No description,0,0,JavaScript,https://github.com/amagovpt/udata-front-pt_OLD,"<p align=""center"">
    <h1>GOUVPT</h1>
</p>
<p align=""center"">
    <i>⚙️ Official uData customizations for the Open Data Portal of Portugal (data.gov.",amagovpt
Usabilidade-Gov-PT,Recursos e ferramentas para melhorar a experiência de utilização de sítios públicos.,11,4,HTML,https://github.com/amagovpt/Usabilidade-Gov-PT,"# Usabilidade-Gov-PT
Recursos e ferramentas para melhorar a experiência de utilização de sítios públicos.
",amagovpt
vsmartcard,umbrella project for emulation of smart card readers or smart cards,1,1,None specified,https://github.com/amagovpt/vsmartcard,"# Virtual Smart Card Architecture

Virtual Smart Card Architecture is an umbrella project for various
projects concerned with the emulation of differe",amagovpt
wcag,Mapa das WCAG,0,0,HTML,https://github.com/amagovpt/wcag,"# Guia de Referência Rápido para as WCAG (versão 2.x)

O presente Guia de Referência Rápido é uma cópia baseada no conceito e no código de _Joe Chidni",amagovpt
www-acessibilidade,No description,0,0,None specified,https://github.com/amagovpt/www-acessibilidade,"# www-acessibilidade

Contém os templates dos sítios Web:

- https://www.acessibilidade.gov.pt
- https://selo.usabilidade.gov.pt

TBD by TheRCP:
- the",amagovpt
.github,Shared GitHub resources for Valstybinė maisto ir veterinarijos tarnyba ✨,0,0,None specified,https://github.com/VMVT-DevHub/.github,README not available,VMVT-DevHub
G9-API,G9 - API servisas (Backend),0,0,C#,https://github.com/VMVT-DevHub/G9-API,"# G9 API (Backend)

[![License](https://img.shields.io/github/license/VMVT-DevHub/g9-app)](https://github.com/VMVT-DevHub/g9-app/blob/main/LICENSE)
[!",VMVT-DevHub
g9-app,G9 - Vartotojo sąsaja,0,0,TypeScript,https://github.com/VMVT-DevHub/g9-app,"# G9 App

[![License](https://img.shields.io/github/license/VMVT-DevHub/g9-app)](https://github.com/VMVT-DevHub/g9-app/blob/main/LICENSE)
[![GitHub is",VMVT-DevHub
l2-export-api,L2 eksporto sistemos API,0,0,TypeScript,https://github.com/VMVT-DevHub/l2-export-api,"# L2 Export API

[![License](https://img.shields.io/github/license/vmvt-devhub/l2-export-api)](https://github.com/vmvt-devhub/l2-export-api/blob/main/",VMVT-DevHub
l2-export-web,L2 eksporto sistemos WEB,0,0,TypeScript,https://github.com/VMVT-DevHub/l2-export-web,"# L2 Export WEB

[![License](https://img.shields.io/github/license/vmvt-devhub/l2-export-web)](https://github.com/vmvt-devhub/l2-export-web/blob/main/",VMVT-DevHub
l2-in-api,L2 eksporto prašymų sistemos API,0,0,TypeScript,https://github.com/VMVT-DevHub/l2-in-api,"# L2 eksporto prašymų API

[![License](https://img.shields.io/github/license/vmvt-devhub/l2-in-api)](https://github.com/vmvt-devhub/l2-in-api/blob/mai",VMVT-DevHub
l2-in-web,L2 eksporto prašymų sistemos WEB,0,0,TypeScript,https://github.com/VMVT-DevHub/l2-in-web,"# L2 eksporto prašymų WEB

[![License](https://img.shields.io/github/license/vmvt-devhub/l2-in-web)](https://github.com/vmvt-devhub/l2-in-web/blob/mai",VMVT-DevHub
MFA,No description,0,1,C#,https://github.com/VMVT-DevHub/MFA,# MFA,VMVT-DevHub
